Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
27;NI;Oldenburg – Ammerland;228705;161897;66808;0;173725;63833;1397;1175;172328;172550;32100;32100;55231;55231;8903;8903;17674;17674;8344;8344;40919;40919;0;0;1041;1041;1481;1481;2009;2009;107;107;795;795;247;247;137;137;0;0;0;0;0;0;29;29;0;0;0;0;51;51;0;0;0;0;176;176;0;0;85;85;0;0;1729;1729;0;0;0;0;0;0;0;0;0;0;58;58;0;0;0;0;0;0;428;428;0;0;1006;1006;0;0;0;0;0;0;0;0
28;NI;Delmenhorst – Wesermarsch – Oldenburg-Land;226827;175857;50970;0;163753;48315;1781;1595;161972;162158;36649;36649;55621;55621;12987;12987;18571;18571;5046;5046;23973;23973;0;0;1555;1555;1545;1545;2310;2310;150;150;598;598;87;87;108;108;0;0;0;0;0;0;23;23;0;0;0;0;26;26;0;0;0;0;134;134;0;0;83;83;0;0;1698;1698;0;0;0;0;0;0;0;0;0;0;57;57;0;0;0;0;0;0;590;590;0;0;347;347;0;0;0;0;0;0;0;0
29;NI;Cuxhaven – Stade II;188602;144225;44374;3;140739;42446;1067;1023;139672;139716;36586;36586;48858;48858;11000;11000;14052;14052;3672;3672;17553;17553;0;0;1535;1535;1145;1145;2405;2405;180;180;433;433;87;87;100;100;0;0;0;0;0;0;16;16;0;0;0;0;20;20;0;0;0;0;90;90;0;0;79;79;0;0;1418;1418;0;0;0;0;0;0;0;0;0;0;31;31;0;0;0;0;0;0;231;231;0;0;225;225;0;0;0;0;0;0;0;0
30;NI;Stade I – Rotenburg II;198576;146895;51680;1;151821;49187;1188;935;150633;150886;39969;39969;48301;48301;11002;11002;16720;16720;4301;4301;22091;22091;0;0;1620;1620;1388;1388;1881;1881;175;175;691;691;118;118;107;107;0;0;0;0;0;0;17;17;0;0;0;0;28;28;0;0;0;0;119;119;0;0;80;80;0;0;1485;1485;0;0;0;0;0;0;0;0;0;0;42;42;0;0;0;0;0;0;373;373;0;0;378;378;0;0;0;0;0;0;0;0
31;NI;Mittelems;233253;183998;49255;0;180543;47032;1330;1104;179213;179439;60733;60733;55461;55461;9235;9235;21101;21101;3969;3969;22515;22515;0;0;723;723;1521;1521;1592;1592;107;107;423;423;97;97;74;74;0;0;0;0;0;0;17;17;0;0;0;0;22;22;0;0;0;0;132;132;0;0;90;90;0;0;1070;1070;0;0;0;0;0;0;0;0;0;0;23;23;0;0;0;0;0;0;291;291;0;0;243;243;0;0;0;0;0;0;0;0
32;NI;Cloppenburg – Vechta;223948;178129;45774;45;164507;43638;1321;1155;163186;163352;62837;62837;40212;40212;12772;12772;19747;19747;3549;3549;18093;18093;0;0;792;792;1093;1093;1579;1579;104;104;474;474;80;80;67;67;0;0;0;0;0;0;12;12;0;0;0;0;17;17;0;0;0;0;104;104;0;0;92;92;0;0;1088;1088;0;0;0;0;0;0;0;0;0;0;49;49;0;0;0;0;0;0;268;268;0;0;323;323;0;0;0;0;0;0;0;0
33;NI;Diepholz – Nienburg I;194371;145675;48695;1;146954;46389;1460;982;145494;145972;36915;36915;48196;48196;10372;10372;17628;17628;3920;3920;21139;21139;0;0;1322;1322;1294;1294;1774;1774;123;123;465;465;113;113;98;98;0;0;0;0;0;0;21;21;0;0;0;0;12;12;0;0;0;0;118;118;0;0;78;78;0;0;1722;1722;0;0;0;0;0;0;0;0;0;0;39;39;0;0;0;0;0;0;395;395;0;0;228;228;0;0;0;0;0;0;0;727
34;NI;Osterholz – Verden;197490;144002;53486;2;151308;50998;1927;1089;149381;150219;36183;36183;49430;49430;11329;11329;15653;15653;5253;5253;24183;24183;0;0;1494;1494;1134;1134;1986;1986;125;125;443;443;105;105;112;112;0;0;0;0;0;0;34;34;0;0;0;0;27;27;0;0;0;0;131;131;0;0;103;103;0;0;1661;1661;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;440;440;0;0;343;343;0;0;0;0;0;0;0;0
35;NI;Rotenburg I – Heidekreis;168927;126435;42448;44;125100;40296;934;896;124166;124204;31119;31119;43196;43196;9945;9945;12526;12526;3536;3536;16857;16857;0;0;1433;1433;1057;1057;1754;1754;186;186;444;444;107;107;90;90;0;0;0;0;0;0;14;14;0;0;0;0;17;17;0;0;0;0;94;94;0;0;74;74;0;0;1192;1192;0;0;0;0;0;0;0;0;0;0;42;42;0;0;0;0;0;0;180;180;0;0;341;341;0;0;0;0;0;0;0;0
36;NI;Harburg;201740;141051;60689;0;161635;57889;1122;893;160513;160742;39850;39850;46765;46765;11671;11671;20426;20426;4682;4682;26777;26777;0;0;2404;2404;1193;1193;2360;2360;138;138;568;568;141;141;113;113;0;0;0;0;0;0;23;23;0;0;0;0;23;23;0;0;0;0;130;130;0;0;95;95;0;0;2452;2452;0;0;0;0;0;0;0;0;0;0;151;151;0;0;0;0;0;0;433;433;0;0;347;347;0;0;0;0;0;0;0;0
37;NI;Lüchow-Dannenberg – Lüneburg;182673;129166;53507;0;139183;51033;1546;1077;137637;138106;29032;29032;41262;41262;9145;9145;13241;13241;6328;6328;30585;30585;0;0;1161;1161;1489;1489;1681;1681;179;179;453;453;147;147;91;91;0;0;0;0;0;0;25;25;0;0;0;0;65;65;0;0;0;0;119;119;0;0;94;94;0;0;2399;2399;0;0;0;0;0;0;0;0;0;0;53;53;0;0;0;0;0;0;189;189;0;0;368;368;0;0;0;0;0;0;0;71
38;NI;Osnabrück-Land;199960;151467;48493;0;151837;46662;1251;1379;150586;150458;42864;42864;48352;48352;10069;10069;16653;16653;3870;3870;22160;22160;0;0;824;824;1090;1090;1397;1397;123;123;403;403;88;88;85;85;0;0;0;0;0;0;12;12;0;0;0;0;31;31;0;0;0;0;89;89;0;0;65;65;0;0;1760;1760;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0;300;300;0;0;207;207;0;0;0;0;0;0;0;0
39;NI;Stadt Osnabrück;195467;135186;60279;2;149541;58259;1335;1031;148206;148510;34462;34462;44919;44919;6903;6903;14627;14627;6224;6224;34546;34546;0;0;543;543;1341;1341;1284;1284;80;80;437;437;125;125;76;76;0;0;0;0;0;0;11;11;0;0;0;0;52;52;0;0;0;0;153;153;0;0;79;79;0;0;1482;1482;0;0;0;0;0;0;0;0;0;0;25;25;0;0;0;0;0;0;598;598;0;0;543;543;0;0;0;0;0;0;0;0
40;NI;Nienburg II – Schaumburg;193863;144821;49042;0;142895;46764;1248;1103;141647;141792;33968;33968;49553;49553;12434;12434;14213;14213;3842;3842;19968;19968;0;0;1335;1335;1211;1211;2078;2078;154;154;552;552;72;72;97;97;0;0;0;0;0;0;16;16;0;0;0;0;21;21;0;0;0;0;108;108;0;0;79;79;0;0;1457;1457;0;0;0;0;0;0;0;0;0;0;32;32;0;0;0;0;0;0;352;352;0;0;250;250;0;0;0;0;0;0;0;222
41;NI;Stadt Hannover I;176770;121939;54831;0;128894;51628;1217;1308;127677;127586;23410;23410;39511;39511;7677;7677;13282;13282;5768;5768;30360;30360;0;0;691;691;1161;1161;1400;1400;87;87;681;681;103;103;121;121;0;0;0;0;0;0;55;55;0;0;0;0;63;63;0;0;0;0;180;180;0;0;72;72;0;0;1192;1192;0;0;0;0;0;0;0;0;0;0;25;25;0;0;0;0;0;0;1073;1073;0;0;674;674;0;0;0;0;0;0;0;0
42;NI;Stadt Hannover II;190336;128042;62294;0;143712;58826;1184;1262;142528;142450;22537;22537;40116;40116;6753;6753;13288;13288;8831;8831;41976;41976;0;0;698;698;1705;1705;1479;1479;59;59;769;769;122;122;189;189;0;0;0;0;0;0;70;70;0;0;0;0;89;89;0;0;0;0;199;199;0;0;109;109;0;0;1440;1440;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;1070;1070;0;0;931;931;0;0;0;0;0;0;0;0
43;NI;Hannover-Land I;231250;164419;66831;0;174581;63716;1464;1879;173117;172702;44529;44529;55464;55464;13295;13295;19550;19550;4504;4504;26219;26219;0;0;1077;1077;1355;1355;2637;2637;130;130;692;692;113;113;95;95;0;0;0;0;0;0;36;36;0;0;0;0;33;33;0;0;0;0;141;141;0;0;72;72;0;0;1564;1564;0;0;0;0;0;0;0;0;0;0;66;66;0;0;0;0;0;0;802;802;0;0;328;328;0;0;0;0;0;0;0;66
44;NI;Celle – Uelzen;214482;158029;56453;0;158022;53861;1388;1192;156634;156830;40993;40993;48332;48332;14423;14423;17990;17990;4680;4680;21882;21882;0;0;1578;1578;1454;1454;2169;2169;176;176;566;566;128;128;124;124;0;0;0;0;0;0;16;16;0;0;0;0;34;34;0;0;0;0;99;99;0;0;75;75;0;0;1592;1592;0;0;0;0;0;0;0;0;0;0;28;28;0;0;0;0;0;0;225;225;0;0;266;266;0;0;0;0;0;0;0;56
45;NI;Gifhorn – Peine;219966;163670;56296;0;166592;53607;1568;1762;165024;164830;37839;37839;58846;58846;16048;16048;16238;16238;4147;4147;21960;21960;0;0;1627;1627;1429;1429;2256;2256;174;174;642;642;184;184;113;113;0;0;0;0;0;0;28;28;0;0;0;0;32;32;0;0;0;0;133;133;0;0;121;121;0;0;1942;1942;0;0;0;0;0;0;0;0;0;0;74;74;0;0;0;0;0;0;582;582;0;0;415;415;0;0;0;0;0;0;0;127
46;NI;Hameln-Pyrmont – Holzminden;184471;134802;49669;0;132893;47362;1345;1284;131548;131609;29809;29809;48438;48438;11590;11590;13624;13624;3734;3734;17274;17274;0;0;1122;1122;963;963;1845;1845;152;152;463;463;72;72;95;95;0;0;0;0;0;0;10;10;0;0;0;0;23;23;0;0;0;0;113;113;0;0;79;79;0;0;1546;1546;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;416;416;0;0;211;211;0;0;0;0;0;0;0;0
47;NI;Hannover-Land II;238323;168628;69695;0;181202;66689;1654;2110;179548;179092;40612;40612;62024;62024;13850;13850;18320;18320;4994;4994;29201;29201;0;0;1672;1672;1432;1432;2535;2535;169;169;867;867;113;113;125;125;0;0;0;0;0;0;35;35;0;0;0;0;36;36;0;0;0;0;158;158;0;0;86;86;0;0;1650;1650;0;0;0;0;0;0;0;0;0;0;40;40;0;0;0;0;0;0;752;752;0;0;421;421;0;0;0;0;0;0;0;50
48;NI;Hildesheim;215131;157380;57751;0;161685;55338;1676;1907;160009;159778;36504;36504;55439;55439;12161;12161;15397;15397;5308;5308;26565;26565;0;0;1054;1054;1432;1432;2030;2030;160;160;793;793;143;143;125;125;0;0;0;0;0;0;32;32;0;0;0;0;37;37;0;0;0;0;99;99;0;0;115;115;0;0;1628;1628;0;0;0;0;0;0;0;0;0;0;31;31;0;0;0;0;0;0;416;416;0;0;309;309;0;0;0;0;0;0;0;231
49;NI;Salzgitter – Wolfenbüttel;200922;151371;49551;0;147218;47470;1794;1496;145424;145722;33453;33453;53411;53411;14415;14415;13463;13463;4478;4478;18105;18105;0;0;1317;1317;1274;1274;2156;2156;240;240;598;598;86;86;100;100;0;0;0;0;0;0;23;23;0;0;0;0;19;19;0;0;0;0;94;94;0;0;86;86;0;0;1362;1362;0;0;0;0;0;0;0;0;0;0;39;39;0;0;0;0;0;0;743;743;0;0;260;260;0;0;0;0;0;0;0;353
50;NI;Braunschweig;187721;125786;61934;1;140807;59485;1254;1513;139553;139294;25929;25929;42377;42377;8238;8238;14046;14046;6355;6355;33401;33401;0;0;844;844;1652;1652;1567;1567;101;101;785;785;180;180;280;280;0;0;0;0;0;0;52;52;0;0;0;0;33;33;0;0;0;0;189;189;0;0;81;81;0;0;1444;1444;0;0;0;0;0;0;0;0;0;0;53;53;0;0;0;0;0;0;675;675;0;0;1012;1012;0;0;0;0;0;0;0;1633
51;NI;Helmstedt – Wolfsburg;180147;133583;46564;0;130671;44553;1623;1467;129048;129204;31827;31827;45414;45414;12241;12241;13073;13073;3496;3496;15481;15481;0;0;1128;1128;1192;1192;1749;1749;200;200;529;529;204;204;85;85;0;0;0;0;0;0;26;26;0;0;0;0;32;32;0;0;0;0;118;118;0;0;106;106;0;0;1520;1520;0;0;0;0;0;0;0;0;0;0;40;40;0;0;0;0;0;0;381;381;0;0;362;362;0;0;0;0;0;0;0;748
52;NI;Goslar – Northeim – Göttingen II;197519;144284;53224;11;143611;50759;1544;1296;142067;142315;33614;33614;53876;53876;11819;11819;14239;14239;4251;4251;17118;17118;0;0;1228;1228;1184;1184;1840;1840;193;193;439;439;84;84;97;97;0;0;0;0;0;0;23;23;0;0;0;0;21;21;0;0;0;0;118;118;0;0;67;67;0;0;1505;1505;0;0;0;0;0;0;0;0;0;0;25;25;0;0;0;0;0;0;325;325;0;0;249;249;0;0;0;0;0;0;0;58
53;NI;Göttingen I;214542;150086;64456;0;161876;61007;2399;1571;159477;160305;34588;34588;51180;51180;9785;9785;15638;15638;8132;8132;32448;32448;0;0;1259;1259;1625;1625;1713;1713;174;174;569;569;136;136;125;125;0;0;0;0;0;0;46;46;0;0;0;0;73;73;0;0;0;0;164;164;0;0;111;111;0;0;1570;1570;0;0;0;0;0;0;0;0;0;0;78;78;0;0;0;0;0;0;379;379;0;0;512;512;0;0;0;0;0;0;0;0
903;NI;Land;6105381;4490772;1614429;180;4563142;1538938;44570;39921;4518572;4523221;1093579;1093579;1498500;1498500;336434;336434;474638;474638;148657;148657;726613;726613;0;0;37214;37214;40158;40158;57931;57931;4379;4379;16955;16955;3484;3484;3283;3283;0;0;0;0;0;0;808;808;0;0;0;0;1020;1020;0;0;0;0;3806;3806;0;0;2625;2625;0;0;46369;46369;0;0;0;0;0;0;0;0;0;0;1306;1306;0;0;0;0;0;0;13565;13565;0;0;11897;11897;0;0;0;0;0;0;0;4613
54;HB;Bremen I;245384;146493;98881;10;186308;94672;1337;1071;184971;185237;32375;32375;53425;53425;9835;9835;18396;18396;15739;15739;44414;44414;0;0;1473;1473;1977;1977;2145;2145;104;104;0;0;212;212;246;246;0;0;0;0;0;0;84;84;0;0;181;181;0;0;0;0;0;0;325;325;0;0;0;0;0;0;2008;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1455;1455;0;0;843;843;0;0;0;0;0;0;0;0
55;HB;Bremen II – Bremerhaven;214365;151695;62667;3;144123;59394;2037;1320;142086;142803;24124;24124;49799;49799;12740;12740;12085;12085;9613;9613;24013;24013;0;0;1438;1438;1932;1932;2372;2372;187;187;0;0;195;195;269;269;0;0;0;0;0;0;76;76;0;0;205;205;0;0;0;0;0;0;264;264;0;0;0;0;0;0;1453;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1559;1559;0;0;479;479;0;0;0;0;0;0;0;0
904;HB;Land;459749;298188;161548;13;330431;154066;3374;2391;327057;328040;56499;56499;103224;103224;22575;22575;30481;30481;25352;25352;68427;68427;0;0;2911;2911;3909;3909;4517;4517;291;291;0;0;407;407;515;515;0;0;0;0;0;0;160;160;0;0;386;386;0;0;0;0;0;0;589;589;0;0;0;0;0;0;3461;3461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3014;3014;0;0;1322;1322;0;0;0;0;0;0;0;0
56;BB;Prignitz – Ostprignitz-Ruppin – Havelland I;172726;134753;37973;0;122512;36281;1675;1504;120837;121008;19414;19414;41163;41163;23221;23221;9070;9070;9754;9754;7677;7677;0;0;3060;3060;1373;1373;2557;2557;473;473;479;479;111;111;0;0;0;0;0;0;0;0;86;86;0;0;0;0;74;74;0;0;0;0;112;112;0;0;0;0;0;0;1580;1580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;151;459;459;194;194;0;0;0;0;0;0;0;793
57;BB;Uckermark – Barnim I;182836;137105;45731;0;130965;43585;1815;1719;129150;129246;19818;19818;40543;40543;25748;25748;10422;10422;11617;11617;9095;9095;0;0;3131;3131;1517;1517;2830;2830;482;482;516;516;233;233;0;0;0;0;0;0;0;0;60;60;0;0;0;0;179;179;0;0;0;0;131;131;0;0;0;0;0;0;1911;1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;241;576;576;196;196;0;0;0;0;0;0;0;1771
58;BB;Oberhavel – Havelland II;249331;171506;77825;0;195208;74993;2470;2120;192738;193088;33377;33377;55193;55193;30793;30793;19802;19802;12665;12665;20663;20663;0;0;5142;5142;2360;2360;6154;6154;555;555;1076;1076;373;373;0;0;0;0;0;0;0;0;77;77;0;0;0;0;145;145;0;0;0;0;244;244;0;0;0;0;0;0;2732;2732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;472;761;761;504;504;0;0;0;0;0;0;0;0
59;BB;Märkisch-Oderland – Barnim II;230391;161059;69332;0;177065;65947;2856;2567;174209;174498;26254;26254;48712;48712;31820;31820;14939;14939;18004;18004;13954;13954;0;0;6101;6101;2393;2393;5360;5360;476;476;695;695;345;345;0;0;0;0;0;0;0;0;78;78;0;0;0;0;371;371;0;0;0;0;232;232;0;0;0;0;0;0;2865;2865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;378;1021;1021;500;500;0;0;0;0;0;0;0;3137
60;BB;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;202955;153087;49868;0;147618;47252;2239;2039;145379;145579;22274;22274;48423;48423;23845;23845;11934;11934;12019;12019;12211;12211;0;0;3853;3853;1716;1716;3599;3599;459;459;626;626;270;270;0;0;0;0;0;0;0;0;82;82;0;0;0;0;167;167;0;0;0;0;184;184;0;0;0;0;0;0;2173;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;290;1035;1035;419;419;0;0;0;0;0;0;0;1433
61;BB;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;232797;149187;83610;0;190547;80302;1702;1662;188845;188885;26287;26287;50965;50965;18658;18658;20210;20210;19110;19110;35865;35865;0;0;3115;3115;2795;2795;4562;4562;239;239;705;705;575;575;0;0;0;0;0;0;0;0;79;79;0;0;0;0;271;271;0;0;0;0;368;368;0;0;0;0;0;0;2977;2977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;469;613;613;1022;1022;0;0;0;0;0;0;0;1737
62;BB;Dahme-Spreewald – Teltow-Fläming III;239844;170546;69298;0;184949;65497;2784;2573;182165;182376;29844;29844;51505;51505;32493;32493;18103;18103;14218;14218;15707;15707;0;0;5627;5627;1987;1987;5874;5874;525;525;879;879;317;317;0;0;0;0;0;0;0;0;95;95;0;0;0;0;281;281;0;0;0;0;242;242;0;0;0;0;0;0;2645;2645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;594;946;946;494;494;0;0;0;1745;0;0;0;1274
63;BB;Frankfurt (Oder) – Oder-Spree;191387;143360;48025;2;142414;45975;1973;1824;140441;140590;19890;19890;41414;41414;28338;28338;12439;12439;13436;13436;9992;9992;0;0;3749;3749;1989;1989;3608;3608;574;574;495;495;347;347;0;0;0;0;0;0;0;0;156;156;0;0;0;0;170;170;0;0;0;0;158;158;0;0;0;0;0;0;2420;2420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;306;736;736;373;373;0;0;0;0;0;0;0;1075
64;BB;Cottbus – Spree-Neiße;171267;121779;49488;0;128323;47019;1960;1768;126363;126555;17502;17502;36098;36098;30729;30729;13603;13603;9670;9670;6939;6939;0;0;2818;2818;1593;1593;2516;2516;423;423;392;392;123;123;0;0;0;0;0;0;0;0;69;69;0;0;0;0;218;218;0;0;0;0;128;128;0;0;0;0;0;0;2212;2212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;276;899;899;347;347;0;0;0;0;0;0;0;0
65;BB;Elbe-Elster – Oberspreewald-Lausitz;175310;136832;38478;0;129863;36735;2232;2045;127631;127818;19231;19231;36557;36557;31767;31767;11904;11904;9269;9269;5369;5369;0;0;3913;3913;1476;1476;2763;2763;662;662;477;477;141;141;0;0;0;0;0;0;0;0;60;60;0;0;0;0;102;102;0;0;0;0;93;93;0;0;0;0;0;0;1547;1547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;176;2067;2067;244;244;0;0;0;72;0;0;0;399
912;BB;Land;2048844;1479214;569628;2;1549464;543586;21706;19821;1527758;1529643;233891;233891;450573;450573;277412;277412;142426;142426;129762;129762;137472;137472;0;0;40509;40509;19199;19199;39823;39823;4868;4868;6340;6340;2835;2835;0;0;0;0;0;0;0;0;842;842;0;0;0;0;1978;1978;0;0;0;0;1892;1892;0;0;0;0;0;0;23062;23062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3353;3353;9113;9113;4293;4293;0;0;0;1817;0;0;0;11619
66;ST;Altmark – Jerichower Land;234872;186645;48227;0;159806;46062;1943;1705;157863;158101;33916;33916;43232;43232;30225;30225;13876;13876;14807;14807;8476;8476;0;0;4151;4151;1133;1133;1824;1824;302;302;456;456;80;80;0;0;0;0;0;0;1458;1458;112;112;0;0;0;0;0;0;0;0;0;0;146;146;764;764;146;146;0;0;2764;2764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;233;0;0;0;0;0;0;0;949
67;ST;Börde – Salzlandkreis;223295;176013;47282;0;149905;45017;1935;1694;147970;148211;32560;32560;37489;37489;32075;32075;14017;14017;13615;13615;6516;6516;0;0;2714;2714;1038;1038;1938;1938;401;401;429;429;84;84;0;0;0;0;0;0;1792;1792;108;108;0;0;0;0;0;0;0;0;0;0;152;152;912;912;162;162;0;0;2020;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;189;0;0;0;0;0;0;0;253
68;ST;Harz;207942;159017;48924;1;138572;46540;1728;1522;136844;137050;30508;30508;37330;37330;24790;24790;12532;12532;12700;12700;7495;7495;0;0;2840;2840;934;934;1736;1736;296;296;435;435;78;78;0;0;0;0;0;0;1480;1480;91;91;0;0;0;0;0;0;0;0;0;0;129;129;758;758;119;119;0;0;2621;2621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;178;0;0;0;0;0;0;0;272
69;ST;Magdeburg;229198;156513;72685;0;156789;68633;1497;1405;155292;155384;28700;28700;41022;41022;23446;23446;14673;14673;16449;16449;16352;16352;0;0;2060;2060;1737;1737;1464;1464;339;339;654;654;192;192;0;0;0;0;0;0;3135;3135;173;173;0;0;0;0;0;0;0;0;0;0;282;282;1898;1898;209;209;0;0;2021;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;578;0;0;0;0;0;0;0;3094
70;ST;Anhalt – Dessau – Wittenberg;236539;180475;56064;0;158740;53939;1974;1742;156766;156998;35648;35648;40710;40710;31264;31264;14285;14285;13730;13730;8410;8410;0;0;3608;3608;1152;1152;1905;1905;444;444;553;553;64;64;0;0;0;0;0;0;1514;1514;122;122;0;0;0;0;0;0;0;0;0;0;146;146;836;836;159;159;0;0;2246;2246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;202;0;0;0;0;0;0;0;1185
71;ST;Halle;229809;163093;66716;0;162935;63983;1726;1552;161209;161383;29727;29727;37952;37952;25077;25077;16508;16508;18275;18275;20459;20459;0;0;2795;2795;1689;1689;2048;2048;291;291;713;713;200;200;0;0;0;0;0;0;1595;1595;205;205;0;0;0;0;0;0;0;0;0;0;295;295;773;773;197;197;0;0;2199;2199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;385;0;0;0;0;0;0;0;129
72;ST;Burgenland – Saalekreis;210378;159101;51276;1;142699;49116;1785;1456;140914;141243;29898;29898;32444;32444;34824;34824;14415;14415;12098;12098;5885;5885;0;0;1891;1891;1135;1135;1764;1764;448;448;453;453;92;92;0;0;0;0;0;0;1390;1390;118;118;0;0;0;0;0;0;0;0;0;0;144;144;837;837;177;177;0;0;3035;3035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;195;0;0;0;0;0;0;0;0
73;ST;Mansfeld;217742;172083;45659;0;145315;43638;1995;1745;143320;143570;31329;31329;34906;34906;33791;33791;13718;13718;13656;13656;5108;5108;0;0;2450;2450;945;945;1804;1804;481;481;374;374;56;56;0;0;0;0;0;0;1308;1308;113;113;0;0;0;0;0;0;0;0;0;0;121;121;833;833;133;133;0;0;2307;2307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;137;0;0;0;0;0;0;0;206
