Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
123;NW;Steinfurt I – Borken I;202388;131855;70533;0;156894;67559;1176;975;155718;155919;52625;52625;44788;44788;8385;8385;17783;17783;4469;4469;20525;20525;0;0;937;937;1354;1354;1510;1510;130;130;521;521;84;84;72;72;0;0;0;0;0;0;19;19;137;137;0;0;15;15;0;0;0;0;95;95;0;0;52;52;15;15;1050;1050;60;60;0;0;0;0;0;0;163;163;23;23;53;53;130;130;0;0;432;432;0;0;492;492;0;0;0;0;0;0;0;0
124;NW;Bottrop – Recklinghausen III;199344;131897;67447;0;148734;64612;1378;1111;147356;147623;36814;36814;51637;51637;13899;13899;14647;14647;4484;4484;16434;16434;0;0;661;661;1757;1757;2536;2536;150;150;526;526;200;200;89;89;0;0;0;0;0;0;78;78;200;200;0;0;236;236;0;0;0;0;85;85;0;0;76;76;17;17;1048;1048;31;31;0;0;0;0;0;0;232;232;81;81;50;50;152;152;0;0;1246;1246;0;0;257;257;0;0;0;0;0;0;0;0
125;NW;Borken II;201103;130266;70837;0;162159;68081;1260;883;160899;161276;59102;59102;42303;42303;7724;7724;19081;19081;3914;3914;21738;21738;0;0;1056;1056;1324;1324;1517;1517;75;75;486;486;116;116;86;86;0;0;0;0;0;0;22;22;163;163;0;0;27;27;0;0;0;0;78;78;0;0;69;69;9;9;1219;1219;68;68;0;0;0;0;0;0;176;176;31;31;45;45;140;140;0;0;396;396;0;0;311;311;0;0;0;0;0;0;0;0
126;NW;Coesfeld – Steinfurt II;194695;111210;83477;8;161064;80042;1118;882;159946;160182;55230;55230;42647;42647;7339;7339;17927;17927;4093;4093;25506;25506;0;0;998;998;1348;1348;1595;1595;121;121;580;580;101;101;79;79;0;0;0;0;0;0;8;8;179;179;0;0;18;18;0;0;0;0;83;83;0;0;45;45;5;5;1184;1184;51;51;0;0;0;0;0;0;152;152;30;30;42;42;151;151;0;0;262;262;0;0;408;408;0;0;0;0;0;0;0;0
127;NW;Steinfurt III;195513;134462;61051;0;155635;58661;1292;1103;154343;154532;42528;42528;50555;50555;9253;9253;16113;16113;4723;4723;23996;23996;0;0;813;813;1446;1446;1504;1504;116;116;482;482;97;97;73;73;0;0;0;0;0;0;29;29;128;128;0;0;18;18;0;0;0;0;94;94;0;0;34;34;15;15;1241;1241;69;69;0;0;0;0;0;0;166;166;27;27;39;39;112;112;0;0;460;460;0;0;401;401;0;0;0;0;0;0;0;733
128;NW;Münster;233953;124512;109441;0;196276;105761;981;820;195295;195456;43790;43790;45844;45844;5603;5603;20786;20786;9746;9746;60036;60036;0;0;691;691;1684;1684;1326;1326;45;45;479;479;422;422;150;150;0;0;0;0;0;0;12;12;116;116;0;0;75;75;0;0;0;0;205;205;0;0;93;93;22;22;1409;1409;42;42;0;0;0;0;0;0;138;138;25;25;52;52;79;79;0;0;774;774;0;0;1812;1812;0;0;0;0;0;0;0;230
129;NW;Warendorf;208754;127556;81198;0;165808;77610;1443;1186;164365;164622;51722;51722;47648;47648;10533;10533;18193;18193;4525;4525;23309;23309;0;0;1014;1014;1553;1553;1729;1729;128;128;535;535;200;200;84;84;0;0;0;0;0;0;13;13;179;179;0;0;31;31;0;0;0;0;108;108;0;0;62;62;13;13;1518;1518;113;113;0;0;0;0;0;0;207;207;33;33;54;54;132;132;0;0;635;635;0;0;351;351;0;0;0;0;0;0;0;709
130;NW;Gütersloh I;234177;141959;92218;0;179726;88044;1604;1378;178122;178348;52421;52421;47371;47371;13299;13299;21211;21211;5173;5173;28308;28308;0;0;1441;1441;1851;1851;1896;1896;135;135;613;613;147;147;113;113;0;0;0;0;0;0;21;21;219;219;0;0;33;33;0;0;0;0;97;97;0;0;78;78;8;8;2010;2010;272;272;0;0;0;0;0;0;263;263;33;33;50;50;157;157;0;0;750;750;0;0;378;378;0;0;0;0;0;0;0;306
131;NW;Bielefeld – Gütersloh II;243059;142845;100214;0;185345;96429;1481;1182;183864;184163;37355;37355;50009;50009;12448;12448;20658;20658;11462;11462;40161;40161;0;0;697;697;2324;2324;1872;1872;120;120;683;683;197;197;117;117;0;0;0;0;0;0;88;88;219;219;0;0;64;64;0;0;0;0;156;156;0;0;105;105;25;25;2274;2274;336;336;0;0;0;0;0;0;187;187;32;32;77;77;186;186;0;0;1591;1591;0;0;720;720;0;0;0;0;0;0;0;0
132;NW;Herford – Minden-Lübbecke II;226894;136198;90696;0;170464;86274;1646;1408;168818;169056;39769;39769;53359;53359;16144;16144;19884;19884;6038;6038;22732;22732;0;0;1352;1352;2003;2003;2181;2181;144;144;565;565;72;72;104;104;0;0;0;0;0;0;37;37;149;149;0;0;33;33;0;0;0;0;117;117;0;0;80;80;15;15;2226;2226;501;501;0;0;0;0;0;0;212;212;37;37;53;53;185;185;0;0;760;760;0;0;304;304;0;0;0;0;0;0;0;1234
133;NW;Minden-Lübbecke I;201888;127171;74717;0;152935;71165;1419;1363;151516;151572;35814;35814;49351;49351;13892;13892;17486;17486;4857;4857;19762;19762;0;0;1378;1378;1743;1743;1838;1838;132;132;542;542;102;102;73;73;0;0;0;0;0;0;23;23;171;171;0;0;24;24;0;0;0;0;132;132;0;0;93;93;13;13;2050;2050;1050;1050;0;0;0;0;0;0;187;187;30;30;45;45;164;164;0;0;394;394;0;0;226;226;0;0;0;0;0;0;0;0
134;NW;Lippe I;224415;139050;85365;0;172402;81367;1897;1531;170505;170871;39001;39001;53130;53130;16789;16789;20221;20221;6414;6414;23276;23276;0;0;1348;1348;1781;1781;2216;2216;170;170;637;637;154;154;96;96;0;0;0;0;0;0;25;25;190;190;0;0;23;23;0;0;0;0;136;136;0;0;90;90;14;14;2559;2559;1244;1244;0;0;0;0;0;0;231;231;85;85;59;59;173;173;0;0;520;520;0;0;289;289;0;0;0;0;0;0;0;0
135;NW;Höxter – Gütersloh III – Lippe II;172435;113730;58705;0;134346;56089;1416;1258;132930;133088;43265;43265;36253;36253;11533;11533;15488;15488;3762;3762;14717;14717;0;0;1024;1024;1367;1367;1553;1553;121;121;566;566;186;186;74;74;0;0;0;0;0;0;10;10;172;172;0;0;8;8;0;0;0;0;91;91;0;0;48;48;6;6;1636;1636;300;300;0;0;0;0;0;0;190;190;34;34;40;40;126;126;0;0;335;335;0;0;183;183;0;0;0;0;0;0;0;0
136;NW;Paderborn;231534;138916;92618;0;178377;88933;1540;1395;176837;176982;58419;58419;39089;39089;14360;14360;21877;21877;5858;5858;26981;26981;0;0;1137;1137;1925;1925;1863;1863;135;135;600;600;134;134;108;108;0;0;0;0;0;0;28;28;191;191;0;0;26;26;0;0;0;0;148;148;0;0;79;79;22;22;2195;2195;310;310;0;0;0;0;0;0;220;220;37;37;62;62;160;160;0;0;523;523;0;0;495;495;0;0;0;0;0;0;0;0
137;NW;Hagen – Ennepe-Ruhr-Kreis I;201594;132524;69070;0;144751;65778;1651;1142;143100;143609;34210;34210;47400;47400;13760;13760;16179;16179;4857;4857;17237;17237;0;0;1031;1031;1591;1591;2392;2392;161;161;573;573;99;99;91;91;0;0;0;0;0;0;76;76;194;194;0;0;45;45;0;0;0;0;110;110;0;0;57;57;9;9;1200;1200;169;169;0;0;0;0;0;0;235;235;32;32;56;56;162;162;0;0;1448;1448;0;0;235;235;0;0;0;0;0;0;0;809
138;NW;Ennepe-Ruhr-Kreis II;175283;102735;72548;0;136706;69763;1252;1006;135454;135700;29855;29855;45664;45664;9654;9654;14432;14432;5029;5029;21941;21941;0;0;843;843;1623;1623;2085;2085;129;129;804;804;143;143;83;83;0;0;0;0;0;0;105;105;186;186;0;0;48;48;0;0;0;0;96;96;0;0;65;65;11;11;1485;1485;104;104;0;0;0;0;0;0;180;180;20;20;37;37;140;140;0;0;660;660;0;0;278;278;0;0;0;0;0;0;0;0
139;NW;Bochum I;202393;117468;84925;0;154691;81873;2624;1103;152067;153588;29811;29811;50162;50162;10232;10232;14583;14583;8225;8225;30795;30795;0;0;636;636;1914;1914;2079;2079;205;205;531;531;135;135;121;121;0;0;0;0;0;0;100;100;195;195;0;0;59;59;0;0;0;0;189;189;0;0;82;82;12;12;1222;1222;90;90;0;0;0;0;0;0;177;177;46;46;39;39;126;126;0;0;1303;1303;0;0;519;519;0;0;0;0;0;0;0;0
140;NW;Herne – Bochum II;173939;117576;56363;0;123045;53826;1535;1204;121510;121841;23164;23164;46578;46578;11882;11882;10623;10623;5029;5029;15383;15383;0;0;818;818;1467;1467;2357;2357;168;168;582;582;76;76;110;110;0;0;0;0;0;0;124;124;169;169;0;0;34;34;0;0;0;0;109;109;0;0;67;67;11;11;927;927;68;68;0;0;0;0;0;0;226;226;46;46;49;49;106;106;0;0;1395;1395;0;0;273;273;0;0;0;0;0;0;0;0
141;NW;Dortmund I;206727;123461;83266;0;155814;79982;1098;940;154716;154874;27797;27797;50117;50117;10746;10746;14550;14550;7566;7566;31867;31867;0;0;758;758;3451;3451;2661;2661;254;254;680;680;111;111;97;97;0;0;0;0;0;0;84;84;180;180;0;0;74;74;0;0;0;0;144;144;0;0;76;76;36;36;1206;1206;57;57;0;0;0;0;0;0;174;174;40;40;38;38;108;108;0;0;1445;1445;0;0;557;557;0;0;0;0;0;0;0;876
142;NW;Dortmund II;199317;126335;72982;0;143855;70050;1298;1065;142557;142790;27650;27650;51080;51080;11290;11290;13629;13629;6361;6361;21714;21714;0;0;839;839;2426;2426;2943;2943;194;194;626;626;79;79;65;65;0;0;0;0;0;0;60;60;191;191;0;0;68;68;0;0;0;0;85;85;0;0;78;78;21;21;1079;1079;65;65;0;0;0;0;0;0;168;168;25;25;37;37;147;147;0;0;1516;1516;0;0;354;354;0;0;0;0;0;0;0;0
143;NW;Unna I;194493;125842;68647;4;148083;65653;1322;1147;146761;146936;31995;31995;53490;53490;11428;11428;15286;15286;5154;5154;20022;20022;0;0;1088;1088;1740;1740;2562;2562;144;144;534;534;72;72;102;102;0;0;0;0;0;0;64;64;193;193;0;0;24;24;0;0;0;0;107;107;0;0;76;76;11;11;1151;1151;89;89;0;0;0;0;0;0;211;211;19;19;45;45;175;175;0;0;823;823;0;0;331;331;0;0;0;0;0;0;0;535
144;NW;Hamm – Unna II;231226;152773;78453;0;168760;74789;1708;1332;167052;167428;40444;40444;59227;59227;15497;15497;16764;16764;5694;5694;19149;19149;0;0;1242;1242;1574;1574;2680;2680;238;238;640;640;99;99;82;82;0;0;0;0;0;0;23;23;264;264;0;0;31;31;0;0;0;0;113;113;0;0;81;81;12;12;1164;1164;110;110;0;0;0;0;0;0;267;267;38;38;58;58;159;159;0;0;1406;1406;0;0;372;372;0;0;0;0;0;0;0;0
145;NW;Soest;231811;140113;91698;0;179003;87400;1554;1174;177449;177829;51697;51697;51061;51061;14206;14206;21005;21005;5520;5520;24089;24089;0;0;1176;1176;1724;1724;2260;2260;156;156;666;666;118;118;89;89;0;0;0;0;0;0;12;12;246;246;0;0;31;31;0;0;0;0;121;121;0;0;89;89;13;13;2038;2038;159;159;0;0;0;0;0;0;251;251;34;34;73;73;173;173;0;0;495;495;0;0;327;327;0;0;0;0;0;0;0;0
146;NW;Hochsauerlandkreis;200496;115942;84554;0;156518;80462;1101;1024;155417;155494;52017;52017;44640;44640;11532;11532;18712;18712;3989;3989;15473;15473;0;0;1583;1583;1983;1983;1943;1943;122;122;462;462;99;99;87;87;0;0;0;0;0;0;14;14;181;181;0;0;11;11;0;0;0;0;80;80;0;0;52;52;8;8;1346;1346;69;69;0;0;0;0;0;0;186;186;28;28;37;37;128;128;0;0;380;380;0;0;332;332;0;0;0;0;0;0;0;0
147;NW;Siegen-Wittgenstein;207672;123964;83708;0;162162;79525;1336;1164;160826;160998;42161;42161;50327;50327;14709;14709;18597;18597;5726;5726;17842;17842;0;0;1340;1340;2043;2043;2099;2099;166;166;485;485;358;358;103;103;0;0;0;0;0;0;24;24;182;182;0;0;47;47;0;0;0;0;156;156;0;0;68;68;7;7;2107;2107;467;467;0;0;0;0;0;0;198;198;36;36;51;51;134;134;0;0;886;886;0;0;679;679;0;0;0;0;0;0;0;49
148;NW;Olpe – Märkischer Kreis I;203350;117543;85806;1;154830;81798;1446;1159;153384;153671;50364;50364;42362;42362;13100;13100;19227;19227;4150;4150;15243;15243;0;0;1251;1251;1213;1213;1899;1899;181;181;511;511;265;265;78;78;0;0;0;0;0;0;26;26;190;190;0;0;60;60;0;0;0;0;87;87;0;0;69;69;12;12;1676;1676;326;326;0;0;0;0;0;0;211;211;27;27;46;46;128;128;0;0;691;691;0;0;278;278;0;0;0;0;0;0;0;0
149;NW;Märkischer Kreis II;195816;121628;74188;0;143689;70662;1229;1081;142460;142608;40368;40368;42230;42230;13082;13082;17125;17125;4804;4804;14880;14880;0;0;1228;1228;1300;1300;2994;2994;185;185;540;540;85;85;75;75;0;0;0;0;0;0;52;52;245;245;0;0;32;32;0;0;0;0;111;111;0;0;68;68;13;13;1496;1496;105;105;0;0;0;0;0;0;222;222;28;28;46;46;154;154;0;0;925;925;0;0;215;215;0;0;0;0;0;0;0;0
905;NW;Land;13040267;7986336;5053898;33;9960984;4828212;92465;72954;9868519;9888030;2566719;2566719;2880226;2880226;717510;717510;1130154;1130154;366947;366947;1587067;1587067;0;0;64990;64990;108504;108504;136195;136195;8956;8956;36789;36789;8052;8052;6628;6628;0;0;0;0;0;0;3476;3476;11673;11673;0;0;2556;2556;0;0;0;0;7685;7685;0;0;4729;4729;971;971;99217;99217;10128;10128;0;0;0;0;0;0;12967;12967;2298;2298;3228;3228;9189;9189;0;0;65137;65137;0;0;36039;36039;1086;0;0;0;0;0;0;14134
150;SN;Nordsachsen;161279;126009;35270;0;119206;33574;1541;1449;117665;117757;23000;23000;24732;24732;32066;32066;12476;12476;8868;8868;5462;5462;0;0;3346;3346;1333;1333;2311;2311;473;473;404;404;240;240;61;61;0;0;0;0;0;0;76;76;598;598;0;0;89;89;0;0;0;0;137;137;0;0;0;0;0;0;1363;1363;88;88;0;0;268;268;0;0;0;0;0;0;0;0;0;0;0;0;196;196;0;0;170;170;0;0;0;0;0;0;0;1335
151;SN;Leipzig I;224100;157299;66801;0;167696;63305;1569;1277;166127;166419;24953;24953;34748;34748;25891;25891;17660;17660;20884;20884;25848;25848;0;0;2645;2645;3021;3021;3800;3800;303;303;833;833;306;306;242;242;0;0;0;0;0;0;153;153;693;693;0;0;149;149;0;0;0;0;427;427;0;0;0;0;0;0;2204;2204;160;160;0;0;183;183;0;0;0;0;0;0;0;0;0;0;0;0;656;656;0;0;660;660;0;0;0;0;0;0;0;1882
152;SN;Leipzig II;231178;154133;77045;0;180880;73548;1421;1043;179459;179837;23561;23561;37634;37634;20213;20213;17439;17439;26472;26472;38264;38264;0;0;2188;2188;3307;3307;3489;3489;218;218;881;881;383;383;353;353;0;0;0;0;0;0;197;197;438;438;0;0;177;177;0;0;0;0;402;402;0;0;0;0;0;0;2564;2564;192;192;0;0;159;159;0;0;0;0;0;0;0;0;0;0;0;0;589;589;0;0;717;717;0;0;0;0;0;0;0;164
153;SN;Leipzig-Land;212853;163763;49090;0;162283;46862;2042;1836;160241;160447;32711;32711;34104;34104;38458;38458;18322;18322;12362;12362;9381;9381;0;0;3973;3973;1743;1743;3099;3099;461;461;496;496;278;278;116;116;0;0;0;0;0;0;87;87;897;897;0;0;115;115;0;0;0;0;175;175;0;0;0;0;0;0;2403;2403;186;186;0;0;328;328;0;0;0;0;0;0;0;0;0;0;0;0;373;373;0;0;379;379;0;0;0;0;0;0;0;519
154;SN;Meißen;197004;144812;52192;0;149341;50120;1904;1747;147437;147594;25912;25912;26045;26045;43940;43940;17212;17212;10725;10725;8872;8872;0;0;4312;4312;1754;1754;2634;2634;566;566;581;581;405;405;108;108;0;0;0;0;0;0;77;77;713;713;0;0;65;65;0;0;0;0;187;187;0;0;0;0;0;0;2341;2341;188;188;0;0;296;296;0;0;0;0;0;0;0;0;0;0;0;0;321;321;0;0;340;340;0;0;0;0;0;0;0;0
155;SN;Bautzen I;206895;164338;42556;1;159233;40974;2098;2145;157135;157088;29213;29213;26674;26674;50050;50050;17187;17187;12272;12272;6247;6247;0;0;4157;4157;2104;2104;2951;2951;601;601;542;542;251;251;71;71;0;0;0;0;0;0;69;69;957;957;0;0;96;96;0;0;0;0;171;171;0;0;0;0;0;0;2296;2296;256;256;0;0;273;273;0;0;0;0;0;0;0;0;0;0;0;0;330;330;0;0;320;320;0;0;0;0;0;0;0;0
156;SN;Görlitz;204105;158828;45274;3;153057;43059;2234;2064;150823;150993;27630;27630;25441;25441;49123;49123;15039;15039;11327;11327;7358;7358;0;0;3645;3645;1428;1428;3259;3259;488;488;540;540;177;177;97;97;0;0;0;0;0;0;106;106;1045;1045;0;0;92;92;0;0;0;0;185;185;0;0;0;0;0;0;2583;2583;456;456;0;0;305;305;0;0;0;0;0;0;0;0;0;0;0;0;331;331;0;0;338;338;0;0;0;0;0;0;0;267
157;SN;Sächsische Schweiz-Osterzgebirge;199703;150215;49488;0;154159;47412;2120;2005;152039;152154;26028;26028;23545;23545;48580;48580;17814;17814;11653;11653;8023;8023;0;0;5039;5039;1276;1276;2864;2864;635;635;618;618;396;396;82;82;0;0;0;0;0;0;66;66;929;929;0;0;85;85;0;0;0;0;247;247;0;0;0;0;0;0;2945;2945;223;223;0;0;283;283;0;0;0;0;0;0;0;0;0;0;0;0;373;373;0;0;450;450;0;0;0;0;0;0;0;7731
158;SN;Dresden I;228643;141553;87090;0;181120;84123;1577;1394;179543;179726;27710;27710;34125;34125;32122;32122;21989;21989;18910;18910;27369;27369;0;0;2967;2967;2568;2568;3014;3014;305;305;1313;1313;760;760;177;177;0;0;0;0;0;0;130;130;815;815;0;0;106;106;0;0;0;0;495;495;0;0;0;0;0;0;2645;2645;359;359;0;0;150;150;0;0;0;0;0;0;0;0;0;0;0;0;769;769;0;0;928;928;0;0;0;0;0;0;0;1231
159;SN;Dresden II – Bautzen II;234432;145779;88653;0;189409;85721;1649;1404;187760;188005;26037;26037;30620;30620;36003;36003;22884;22884;20913;20913;31265;31265;0;0;3464;3464;3252;3252;3271;3271;307;307;1709;1709;641;641;226;226;0;0;0;0;0;0;150;150;1099;1099;0;0;128;128;0;0;0;0;424;424;0;0;0;0;0;0;3661;3661;256;256;0;0;188;188;0;0;0;0;0;0;0;0;0;0;0;0;607;607;0;0;900;900;0;0;0;0;0;0;0;3720
160;SN;Mittelsachsen;193828;148306;45522;0;147733;43803;2005;1741;145728;145992;25603;25603;27000;27000;43821;43821;16897;16897;11687;11687;6822;6822;0;0;3206;3206;1366;1366;2860;2860;713;713;514;514;549;549;120;120;0;0;0;0;0;0;86;86;774;774;0;0;116;116;0;0;0;0;246;246;0;0;0;0;0;0;2446;2446;281;281;0;0;257;257;0;0;0;0;0;0;0;0;0;0;0;0;292;292;0;0;336;336;0;0;0;0;0;0;0;0
161;SN;Chemnitz;188691;129213;59478;0;140700;57088;1371;1121;139329;139579;20713;20713;32616;32616;30089;30089;15781;15781;15008;15008;12680;12680;0;0;1997;1997;2280;2280;2620;2620;252;252;440;440;359;359;320;320;0;0;0;0;0;0;90;90;609;609;0;0;133;133;0;0;0;0;296;296;0;0;0;0;0;0;2097;2097;378;378;0;0;164;164;0;0;0;0;0;0;0;0;0;0;0;0;311;311;0;0;346;346;0;0;0;0;0;0;0;1181
162;SN;Chemnitzer Umland – Erzgebirgskreis II;177211;133308;43901;2;137423;42207;1664;1441;135759;135982;24662;24662;27518;27518;37181;37181;15117;15117;11166;11166;6138;6138;0;0;4477;4477;1664;1664;2527;2527;542;542;362;362;381;381;139;139;0;0;0;0;0;0;52;52;581;581;0;0;88;88;0;0;0;0;171;171;0;0;0;0;0;0;1816;1816;708;708;0;0;266;266;0;0;0;0;0;0;0;0;0;0;0;0;266;266;0;0;160;160;0;0;0;0;0;0;0;0
163;SN;Erzgebirgskreis I;210941;161990;48949;2;161756;46953;2261;2121;159495;159635;31340;31340;28848;28848;48794;48794;16210;16210;12078;12078;5194;5194;0;0;5079;5079;1650;1650;2966;2966;914;914;397;397;256;256;166;166;0;0;0;0;0;0;58;58;673;673;0;0;102;102;0;0;0;0;150;150;0;0;0;0;0;0;1958;1958;1940;1940;0;0;291;291;0;0;0;0;0;0;0;0;0;0;0;0;323;323;0;0;248;248;0;0;0;0;0;0;0;488
164;SN;Zwickau;197831;149627;48204;0;147142;46176;1854;1596;145288;145546;27024;27024;30718;30718;36601;36601;15431;15431;13629;13629;7134;7134;0;0;4004;4004;1483;1483;3093;3093;400;400;463;463;310;310;104;104;0;0;0;0;0;0;92;92;579;579;0;0;96;96;0;0;0;0;133;133;0;0;0;0;0;0;2720;2720;679;679;0;0;418;418;0;0;0;0;0;0;0;0;0;0;0;0;244;244;0;0;191;191;0;0;0;0;0;0;0;145
165;SN;Vogtlandkreis;184973;139039;45934;0;137816;44174;2065;1673;135751;136143;26782;26782;30436;30436;34112;34112;13708;13708;12058;12058;6263;6263;0;0;2155;2155;1676;1676;3181;3181;291;291;340;340;364;364;82;82;0;0;0;0;0;0;73;73;652;652;0;0;88;88;0;0;0;0;157;157;0;0;0;0;0;0;2048;2048;779;779;0;0;459;459;0;0;0;0;0;0;0;0;0;0;0;0;248;248;0;0;191;191;0;0;0;0;0;0;0;277
914;SN;Land;3253667;2368212;885447;8;2488954;849099;29375;26057;2459579;2462897;422879;422879;474804;474804;607044;607044;271166;271166;230012;230012;212320;212320;0;0;56654;56654;31905;31905;47939;47939;7469;7469;10433;10433;6056;6056;2464;2464;0;0;0;0;0;0;1562;1562;12052;12052;0;0;1725;1725;0;0;0;0;4003;4003;0;0;0;0;0;0;38090;38090;7129;7129;0;0;4288;4288;0;0;0;0;0;0;0;0;0;0;0;0;6229;6229;0;0;6674;6674;0;0;0;0;0;0;0;18940
166;HE;Waldeck;184073;112972;71101;0;138130;67270;2140;2087;135990;136043;30392;30392;49064;49064;12899;12899;15288;15288;4441;4441;14775;14775;0;0;2791;2791;964;964;1946;1946;159;159;452;452;106;106;83;83;0;0;0;0;0;0;40;40;218;218;0;0;27;27;0;0;0;0;87;87;0;0;0;0;0;0;1528;1528;114;114;0;0;0;0;41;41;0;0;31;31;0;0;0;0;0;0;374;374;0;0;223;223;0;0;0;0;0;0;0;867
167;HE;Kassel;218474;133308;85166;0;162809;81993;2213;1980;160596;160829;28183;28183;51812;51812;12141;12141;16448;16448;10518;10518;30348;30348;0;0;1824;1824;1673;1673;2346;2346;143;143;694;694;175;175;156;156;0;0;0;0;0;0;133;133;215;215;0;0;89;89;0;0;0;0;180;180;0;0;0;0;0;0;1854;1854;217;217;0;0;0;0;48;48;0;0;31;31;0;0;0;0;0;0;1159;1159;0;0;442;442;0;0;0;0;0;0;0;503
168;HE;Werra-Meißner – Hersfeld-Rotenburg;171886;105405;66481;0;130905;63652;1865;1879;129040;129026;27867;27867;48579;48579;14899;14899;12807;12807;4524;4524;11595;11595;0;0;2734;2734;988;988;1776;1776;201;201;343;343;121;121;71;71;0;0;0;0;0;0;35;35;210;210;0;0;24;24;0;0;0;0;81;81;0;0;0;0;0;0;1344;1344;204;204;0;0;0;0;90;90;0;0;22;22;0;0;0;0;0;0;198;198;0;0;313;313;0;0;0;0;0;0;0;107
169;HE;Schwalm-Eder;185944;113675;72269;0;141494;68604;2240;2323;139254;139171;29913;29913;50100;50100;15047;15047;15422;15422;4411;4411;14089;14089;0;0;3440;3440;1209;1209;1996;1996;244;244;504;504;126;126;73;73;0;0;0;0;0;0;15;15;251;251;0;0;43;43;0;0;0;0;92;92;0;0;0;0;0;0;1396;1396;233;233;0;0;0;0;48;48;0;0;34;34;0;0;0;0;0;0;270;270;0;0;215;215;0;0;0;0;0;0;0;435
170;HE;Marburg;181588;114635;66953;0;141581;64491;1503;1312;140078;140269;31042;31042;42098;42098;12558;12558;14789;14789;8089;8089;22347;22347;0;0;1767;1767;1178;1178;1863;1863;176;176;453;453;291;291;115;115;0;0;0;0;0;0;23;23;177;177;0;0;61;61;0;0;0;0;133;133;0;0;0;0;0;0;1828;1828;275;275;0;0;0;0;43;43;0;0;32;32;0;0;0;0;0;0;497;497;0;0;434;434;0;0;0;0;0;0;0;374
171;HE;Lahn-Dill;206532;131370;75162;0;153384;72107;2339;1984;151045;151400;37725;37725;44546;44546;17513;17513;17327;17327;5102;5102;16957;16957;0;0;3051;3051;1636;1636;2240;2240;382;382;449;449;238;238;118;118;0;0;0;0;0;0;17;17;239;239;0;0;74;74;0;0;0;0;119;119;0;0;0;0;0;0;1946;1946;524;524;0;0;0;0;39;39;0;0;39;39;0;0;0;0;0;0;720;720;0;0;399;399;0;0;0;0;0;0;0;259
